dataset,parts,implementation,dtype,rows,queries,graph_degree,intermediate_graph_degree,itopk,scaffold_repeats,scaffold_neighbors_per_leaf,scaffold_first_repeat_neighbors_per_leaf,scaffold_seed,preopt_graph_degree_cap,quality_sample_rows,oracle_partition_build_ms_excluded,merge_api_e2e_ms_instrumented,quality_measurement_ms,merge_api_ms_excluding_quality_measurement,search_ms,recall,qps,unique_scaffold_degree_mean,preopt_candidate_rank_mean,preopt_best_candidate_rank_mean,preopt_top4_candidate_rank_mean,preopt_fraction_rank_le_16,preopt_fraction_rank_le_32,preopt_fraction_rank_le_64,preopt_fraction_rank_le_output_degree,missing_candidates
YFCC-10M,128,k4-scaffold-repeat8,uint8,10000000,100000,64,128,160,8,4,4,1234,0,65536,53545.819005,3462.843300,0.759365,3462.083935,295.223596,0.959640,338726.312378,29.660782,22.051643,1.149750,2.951096,0.453891,0.796522,0.963151,0.963151,0
YFCC-10M,128,k4-scaffold-repeat8-cap64,uint8,10000000,100000,64,128,160,8,4,4,1234,64,65536,53545.819005,2466.741741,0.776405,2465.965336,294.017828,0.961651,340115.430007,29.660782,22.051643,1.149750,2.951096,0.453891,0.796522,0.963151,0.963151,0
YFCC-10M,128,k4-scaffold-repeat16,uint8,10000000,100000,64,128,160,16,4,4,1234,0,65536,53545.819005,6981.963853,1.157127,6980.806726,295.222716,0.978863,338727.322053,56.047821,38.535842,1.126419,3.098591,0.237667,0.469406,0.843837,0.843837,0
YFCC-10M,128,k4-scaffold-repeat16-cap64,uint8,10000000,100000,64,128,160,16,4,4,1234,64,65536,53545.819005,4006.712742,1.169928,4005.542814,293.392863,0.981023,340839.920159,56.047821,38.535842,1.126419,3.098591,0.237667,0.469406,0.843837,0.843837,0
YFCC-10M,128,k4-scaffold-repeat1-k8,uint8,10000000,100000,64,128,160,1,8,8,1234,0,65536,53545.819005,1598.712271,0.625364,1598.086907,298.642059,0.708913,334849.017365,7.998795,12.776358,3.525772,7.755961,0.774531,0.903958,0.982967,0.982967,0
YFCC-10M,128,k4-scaffold-repeat1-k8-cap64,uint8,10000000,100000,64,128,160,1,8,8,1234,64,65536,53545.819005,1213.499399,0.645204,1212.854195,298.073095,0.710967,335488.179502,7.998795,12.776358,3.525772,7.755961,0.774531,0.903958,0.982967,0.982967,0
YFCC-10M,128,k4-scaffold-repeat2-k8,uint8,10000000,100000,64,128,160,2,8,8,1234,0,65536,53545.819005,1977.844062,0.639004,1977.205058,299.524905,0.848347,333862.053975,15.762451,16.671488,1.589172,3.922848,0.655042,0.867978,0.970972,0.970972,0
YFCC-10M,128,k4-scaffold-repeat2-k8-cap64,uint8,10000000,100000,64,128,160,2,8,8,1234,64,65536,53545.819005,1411.608312,0.635525,1410.972787,298.921140,0.851978,334536.393110,15.762451,16.671488,1.589172,3.922848,0.655042,0.867978,0.970972,0.970972,0
YFCC-10M,128,k4-scaffold-repeat4-k8,uint8,10000000,100000,64,128,160,4,8,8,1234,0,65536,53545.819005,2888.845338,0.778445,2888.066893,297.589172,0.922937,336033.731765,30.854355,24.942661,1.229706,3.055187,0.419734,0.733797,0.938119,0.938119,0
YFCC-10M,128,k4-scaffold-repeat4-k8-cap64,uint8,10000000,100000,64,128,160,4,8,8,1234,64,65536,53545.819005,1864.237950,0.774165,1863.463785,297.272169,0.927592,336392.069047,30.854355,24.942661,1.229706,3.055187,0.419734,0.733797,0.938119,0.938119,0
